texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
normativo de que si es un cuerpoescombro;1.0;0;0;0.0;;0;1;1;0.0;1.0;normativo de que si es un cuerpoescombro;['normativo', 'de', 'que', 'si', 'es', 'un', 'cuerpoescombro'];['normativo', 'cuerpoescombro']
lameculos profesional!!;1.0;2;0;0.0;;0;1;1;0.0;3.0;lameculos profesional!!;['lameculos', 'profesional', '!', '!'];['lameculos', 'profesional!!']
perdona? que hablas de gente mayor, este es un sinverguenza macarra y lameculos;1.0;0;0;0.0;;0;1;1;0.0;1.0;perdona? que hablas de gente mayor, este es un sinverguenza macarra y lameculos;['perdona', '?', 'que', 'hablas', 'de', 'gente', 'mayor', ',', 'este', 'es', 'un', 'sinverguenza', 'macarra', 'y', 'lameculos'];['perdona?', 'hablas', 'gente', 'mayor,', 'sinverguenza', 'macarra', 'lameculos']
rotundamente si... lameculos;1.0;0;1;0.3333333333333333;;0;1;0;0.0;0.3333333333333333;rotundamente si... lameculos;['rotundamente', 'si', '...', 'lameculos'];['rotundamente', 'si...', 'lameculos']
susana griso es una lameculos;1.0;0;0;0.0;;0;1;1;0.0;1.0;susana griso es una lameculos;['susana', 'griso', 'es', 'una', 'lameculos'];['susana', 'griso', 'lameculos']
los traidores-ras en este pais brillan por su presencia, asi como los chivatos y falsos lameculos. lo llevan escrito en su puta cara!;1.0;1;0;0.0;;0;1;1;0.0;2.0;los traidores-ras en este pais brillan por su presencia, asi como los chivatos y falsos lameculos. lo llevan escrito en su puta cara!;['los', 'traidores-ras', 'en', 'este', 'pais', 'brillan', 'por', 'su', 'presencia', ',', 'asi', 'como', 'los', 'chivatos', 'y', 'falsos', 'lameculos', '.', 'lo', 'llevan', 'escrito', 'en', 'su', 'puta', 'cara', '!'];['traidores-ras', 'pais', 'brillan', 'presencia,', 'asi', 'chivatos', 'falsos', 'lameculos.', 'llevan', 'escrito', 'puta', 'cara!']
españa es el pais con los obreros mas sumisos y lameculos de toda europa. cuanto tenemos que aprender de los franceses, que por algo tienen unos sueldos bastante mas dignos que nosotros...;1.0;0;0;0.0;;0;1;1;0.0;1.0;españa es el pais con los obreros mas sumisos y lameculos de toda europa. cuanto tenemos que aprender de los franceses, que por algo tienen unos sueldos bastante mas dignos que nosotros...;['españa', 'es', 'el', 'pais', 'con', 'los', 'obreros', 'mas', 'sumisos', 'y', 'lameculos', 'de', 'toda', 'europa', '.', 'cuanto', 'tenemos', 'que', 'aprender', 'de', 'los', 'franceses', ',', 'que', 'por', 'algo', 'tienen', 'unos', 'sueldos', 'bastante', 'mas', 'dignos', 'que', 'nosotros', '...'];['españa', 'pais', 'obreros', 'mas', 'sumisos', 'lameculos', 'toda', 'europa.', 'cuanto', 'aprender', 'franceses,', 'sueldos', 'bastante', 'mas', 'dignos', 'nosotros...']
le pides demasiado a ramoncete morroestufa😂;0.0;0;0;0.0;😂;1;0;1;0.221;1.0;le pides demasiado a ramoncete morroestufa😂;['le', 'pides', 'demasiado', 'a', 'ramoncete', 'morroestufa😂'];['pides', 'demasiado', 'ramoncete', 'morroestufa😂']
maricon pagafantas,tu y todos los lideres politicos deberiais amanecer ahorcados;1.0;0;0;0.0;;0;1;1;0.0;1.0;maricon pagafantas,tu y todos los lideres politicos deberiais amanecer ahorcados;['maricon', 'pagafantas', ',', 'tu', 'y', 'todos', 'los', 'lideres', 'politicos', 'deberiais', 'amanecer', 'ahorcados'];['maricon', 'pagafantas,tu', 'lideres', 'politicos', 'deberiais', 'amanecer', 'ahorcados']
todo es culpa de los pagafantas que creen que se las va a dar a oler;1.0;0;0;0.0;;0;1;1;0.0;1.0;todo es culpa de los pagafantas que creen que se las va a dar a oler;['todo', 'es', 'culpa', 'de', 'los', 'pagafantas', 'que', 'creen', 'que', 'se', 'las', 'va', 'a', 'dar', 'a', 'oler'];['culpa', 'pagafantas', 'creen', 'dar', 'oler']
sois unos pagafantas;1.0;0;0;0.0;;0;1;0;0.0;0.0;sois unos pagafantas;['sois', 'unos', 'pagafantas'];['pagafantas']
no, es un intelectual, firme en sus convicciones, y que no cede en su defensa, ante las necesidades fisiologicas de la entrepierna... ¡que noooo! ¡jajajaja! ¡es un “pagafantas”!;1.0;3;1;0.03571428571428571;;0;0;1;0.0;4.035714285714286;no, es un intelectual, firme en sus convicciones, y que no cede en su defensa, ante las necesidades fisiologicas de la entrepierna... ¡que noooo! ¡jajajaja! ¡es un “pagafantas”!;['no', ',', 'es', 'un', 'intelectual', ',', 'firme', 'en', 'sus', 'convicciones', ',', 'y', 'que', 'no', 'cede', 'en', 'su', 'defensa', ',', 'ante', 'las', 'necesidades', 'fisiologicas', 'de', 'la', 'entrepierna', '...', '¡que', 'noooo', '!', '¡jajajaja', '!', '¡es', 'un', '“', 'pagafantas', '”', '!'];['no,', 'intelectual,', 'firme', 'convicciones,', 'no', 'cede', 'defensa,', 'necesidades', 'fisiologicas', 'entrepierna...', '¡que', 'noooo!', '¡jajajaja!', '¡es', '“pagafantas”!']
por supuesto. pero el real valladolid, el “pagafantas” ideal, debiera averiguar quien ha filtrado esto. alguien que deba justificar su gestion y el asunto se le estaba empezando a hacer “bola”.;1.0;0;0;0.0;;0;0;1;0.0;1.0;por supuesto. pero el real valladolid, el “pagafantas” ideal, debiera averiguar quien ha filtrado esto. alguien que deba justificar su gestion y el asunto se le estaba empezando a hacer “bola”.;['por', 'supuesto', '.', 'pero', 'el', 'real', 'valladolid', ',', 'el', '“', 'pagafantas', '”', 'ideal', ',', 'debiera', 'averiguar', 'quien', 'ha', 'filtrado', 'esto', '.', 'alguien', 'que', 'deba', 'justificar', 'su', 'gestion', 'y', 'el', 'asunto', 'se', 'le', 'estaba', 'empezando', 'a', 'hacer', '“', 'bola', '”', '.'];['supuesto.', 'real', 'valladolid,', '“pagafantas”', 'ideal,', 'debiera', 'averiguar', 'filtrado', 'esto.', 'alguien', 'deba', 'justificar', 'gestion', 'asunto', 'empezando', 'hacer', '“bola”.']
¡derechita pagafantas!;1.0;1;0;0.0;;0;0;0;0.0;1.0;¡derechita pagafantas!;['¡derechita', 'pagafantas', '!'];['¡derechita', 'pagafantas!']
un autentico pagafantas.;1.0;0;0;0.0;;0;0;0;0.0;0.0;un autentico pagafantas.;['un', 'autentico', 'pagafantas', '.'];['autentico', 'pagafantas.']
vaya cara de tolai tiene el richard este.;1.0;0;0;0.0;;0;1;1;0.0;1.0;vaya cara de tolai tiene el richard este.;['vaya', 'cara', 'de', 'tolai', 'tiene', 'el', 'richard', 'este', '.'];['vaya', 'cara', 'tolai', 'richard', 'este.']
cada dia mas subnormal el tolai este;1.0;0;0;0.0;;0;1;1;0.0;1.0;cada dia mas subnormal el tolai este;['cada', 'dia', 'mas', 'subnormal', 'el', 'tolai', 'este'];['cada', 'dia', 'mas', 'subnormal', 'tolai']
son muñecos, tolai;1.0;0;0;0.0;;0;1;0;0.0;0.0;son muñecos, tolai;['son', 'muñecos', ',', 'tolai'];['muñecos,', 'tolai']
tu el rumbo ya lo tienes perdido ,tolai. antes de abandonar el partido tenias que haber hecho esas reflexiones ,igual que iñigo . pero el uno se fue por la puerta de atras y el otro le siguio . justo cuando mas union necesitaba el partido . llamazares . desaparece ya , cenizo;1.0;0;0;0.0;;0;1;1;0.0;1.0;tu el rumbo ya lo tienes perdido ,tolai. antes de abandonar el partido tenias que haber hecho esas reflexiones ,igual que iñigo . pero el uno se fue por la puerta de atras y el otro le siguio . justo cuando mas union necesitaba el partido . llamazares . desaparece ya , cenizo;['tu', 'el', 'rumbo', 'ya', 'lo', 'tienes', 'perdido', ',', 'tolai', '.', 'antes', 'de', 'abandonar', 'el', 'partido', 'tenias', 'que', 'haber', 'hecho', 'esas', 'reflexiones', ',', 'igual', 'que', 'iñigo', '.', 'pero', 'el', 'uno', 'se', 'fue', 'por', 'la', 'puerta', 'de', 'atras', 'y', 'el', 'otro', 'le', 'siguio', '.', 'justo', 'cuando', 'mas', 'union', 'necesitaba', 'el', 'partido', '.', 'llamazares', '.', 'desaparece', 'ya', ',', 'cenizo'];['rumbo', 'perdido', ',tolai.', 'abandonar', 'partido', 'tenias', 'haber', 'hecho', 'reflexiones', ',igual', 'iñigo', '.', 'puerta', 'atras', 'siguio', '.', 'justo', 'mas', 'union', 'necesitaba', 'partido', '.', 'llamazares', '.', 'desaparece', ',', 'cenizo']
igual quedo d tolai, pero q le pasa a la chica?;1.0;0;0;0.0;;0;0;0;0.0;0.0;igual quedo d tolai, pero q le pasa a la chica?;['igual', 'quedo', 'd', 'tolai', ',', 'pero', 'q', 'le', 'pasa', 'a', 'la', 'chica', '?'];['igual', 'quedo', 'd', 'tolai,', 'q', 'pasa', 'chica?']
es de un videoclip en el que le hubieran aplicado censura si no lo hubiera hecho, tolai;1.0;0;0;0.0;;0;1;0;0.0;0.0;es de un videoclip en el que le hubieran aplicado censura si no lo hubiera hecho, tolai;['es', 'de', 'un', 'videoclip', 'en', 'el', 'que', 'le', 'hubieran', 'aplicado', 'censura', 'si', 'no', 'lo', 'hubiera', 'hecho', ',', 'tolai'];['videoclip', 'aplicado', 'censura', 'no', 'hecho,', 'tolai']
no mientas que estabas en la graduacion tolai;1.0;0;0;0.0;;0;1;1;0.0;1.0;no mientas que estabas en la graduacion tolai;['no', 'mientas', 'que', 'estabas', 'en', 'la', 'graduacion', 'tolai'];['no', 'mientas', 'graduacion', 'tolai']
pues a mi me parece un tolai, pero vuelvo a decir... q cada cual se ponga lo q quiera y con lo q se sienta bien. si a el le gusta ponersela y se ve guapo, pues palante 😊;1.0;0;0;0.0;😊;1;0;1;0.644;1.0;pues a mi me parece un tolai, pero vuelvo a decir... q cada cual se ponga lo q quiera y con lo q se sienta bien. si a el le gusta ponersela y se ve guapo, pues palante 😊;['pues', 'a', 'mi', 'me', 'parece', 'un', 'tolai', ',', 'pero', 'vuelvo', 'a', 'decir', '...', 'q', 'cada', 'cual', 'se', 'ponga', 'lo', 'q', 'quiera', 'y', 'con', 'lo', 'q', 'se', 'sienta', 'bien', '.', 'si', 'a', 'el', 'le', 'gusta', 'ponersela', 'y', 'se', 've', 'guapo', ',', 'pues', 'palante', '😊'];['pues', 'parece', 'tolai,', 'vuelvo', 'decir...', 'q', 'cada', 'ponga', 'q', 'quiera', 'q', 'sienta', 'bien.', 'gusta', 'ponersela', 've', 'guapo,', 'pues', 'palante', '😊']
una duchita al perroflauta no le habria venido mal.;1.0;0;0;0.0;;0;1;0;0.0;0.0;una duchita al perroflauta no le habria venido mal.;['una', 'duchita', 'al', 'perroflauta', 'no', 'le', 'habria', 'venido', 'mal', '.'];['duchita', 'perroflauta', 'no', 'habria', 'venido', 'mal.']
y tanto macho , horas fuera de mi casa de lunes a sabado , asi pasa que luego te viene un perroflauta a decirte que tienes que currar y lo mandas bien lejos;1.0;0;0;0.0;;0;1;1;0.0;1.0;y tanto macho , horas fuera de mi casa de lunes a sabado , asi pasa que luego te viene un perroflauta a decirte que tienes que currar y lo mandas bien lejos;['y', 'tanto', 'macho', ',', 'horas', 'fuera', 'de', 'mi', 'casa', 'de', 'lunes', 'a', 'sabado', ',', 'asi', 'pasa', 'que', 'luego', 'te', 'viene', 'un', 'perroflauta', 'a', 'decirte', 'que', 'tienes', 'que', 'currar', 'y', 'lo', 'mandas', 'bien', 'lejos'];['macho', ',', 'horas', 'casa', 'lunes', 'sabado', ',', 'asi', 'pasa', 'luego', 'viene', 'perroflauta', 'decirte', 'currar', 'mandas', 'lejos']
hombre, ya salio un perroflauta piojoso!;1.0;1;0;0.0;;0;1;0;0.0;1.0;hombre, ya salio un perroflauta piojoso!;['hombre', ',', 'ya', 'salio', 'un', 'perroflauta', 'piojoso', '!'];['hombre,', 'salio', 'perroflauta', 'piojoso!']
viva españa , y viva los españoles de bien. como diria un perroflauta.. viva españa, vivo españo, y todas y todos;1.0;0;0;0.0;;0;0;1;0.0;1.0;viva españa , y viva los españoles de bien. como diria un perroflauta.. viva españa, vivo españo, y todas y todos;['viva', 'españa', ',', 'y', 'viva', 'los', 'españoles', 'de', 'bien', '.', 'como', 'diria', 'un', 'perroflauta..', 'viva', 'españa', ',', 'vivo', 'españo', ',', 'y', 'todas', 'y', 'todos'];['viva', 'españa', ',', 'viva', 'españoles', 'bien.', 'diria', 'perroflauta..', 'viva', 'españa,', 'vivo', 'españo,', 'todas']
quien es perroflauta?;0.0;0;0;0.0;;0;0;1;0.0;1.0;quien es perroflauta?;['quien', 'es', 'perroflauta', '?'];['perroflauta?']
lo siento hablo en castellano no en perroflauta no podriamos entendernos;1.0;0;0;0.0;;0;1;0;0.0;0.0;lo siento hablo en castellano no en perroflauta no podriamos entendernos;['lo', 'siento', 'hablo', 'en', 'castellano', 'no', 'en', 'perroflauta', 'no', 'podriamos', 'entendernos'];['siento', 'hablo', 'castellano', 'no', 'perroflauta', 'no', 'podriamos', 'entendernos']
jajajaja hombre... prefiero un casco vikingo antes que la hoz y el martllo o cualquier simbolo progre comunista perroflauta.;1.0;0;0;0.0;;0;0;1;0.0;1.0;jajajaja hombre... prefiero un casco vikingo antes que la hoz y el martllo o cualquier simbolo progre comunista perroflauta.;['jajajaja', 'hombre', '...', 'prefiero', 'un', 'casco', 'vikingo', 'antes', 'que', 'la', 'hoz', 'y', 'el', 'martllo', 'o', 'cualquier', 'simbolo', 'progre', 'comunista', 'perroflauta', '.'];['jajajaja', 'hombre...', 'prefiero', 'casco', 'vikingo', 'hoz', 'martllo', 'cualquier', 'simbolo', 'progre', 'comunista', 'perroflauta.']
como cansa la gente tan parguela;1.0;0;0;0.0;;0;1;0;0.0;0.0;como cansa la gente tan parguela;['como', 'cansa', 'la', 'gente', 'tan', 'parguela'];['cansa', 'gente', 'tan', 'parguela']
la que le ha caido al mono jajajajajak toda la comunidad colgao, para el suelo parguela;1.0;0;1;0.0625;;0;1;0;0.0;0.0625;la que le ha caido al mono jajajajajak toda la comunidad colgao, para el suelo parguela;['la', 'que', 'le', 'ha', 'caido', 'al', 'mono', 'jajajajajak', 'toda', 'la', 'comunidad', 'colgao', ',', 'para', 'el', 'suelo', 'parguela'];['caido', 'mono', 'jajajajajak', 'toda', 'comunidad', 'colgao,', 'suelo', 'parguela']
pero si me estas mirando a mi, parguela;1.0;0;0;0.0;;0;1;1;0.0;1.0;pero si me estas mirando a mi, parguela;['pero', 'si', 'me', 'estas', 'mirando', 'a', 'mi', ',', 'parguela'];['mirando', 'mi,', 'parguela']
vas a ir a la cala andando, parguela;1.0;0;0;0.0;;0;1;0;0.0;0.0;vas a ir a la cala andando, parguela;['vas', 'a', 'ir', 'a', 'la', 'cala', 'andando', ',', 'parguela'];['vas', 'ir', 'cala', 'andando,', 'parguela']
pero que dices parguela, duchate cerdo;1.0;0;0;0.0;;0;0;1;0.0;1.0;pero que dices parguela, duchate cerdo;['pero', 'que', 'dices', 'parguela', ',', 'duchate', 'cerdo'];['dices', 'parguela,', 'duchate', 'cerdo']
¿que pasa parguela?;1.0;0;0;0.0;;0;0;0;0.0;0.0;¿que pasa parguela?;['¿que', 'pasa', 'parguela', '?'];['¿que', 'pasa', 'parguela?']
que parguela preguntando estas cosas por twitter;1.0;0;0;0.0;;0;1;1;0.0;1.0;que parguela preguntando estas cosas por twitter;['que', 'parguela', 'preguntando', 'estas', 'cosas', 'por', 'twitter'];['parguela', 'preguntando', 'cosas', 'twitter']
- tomate, ¿para que se saca la bandera de mi españita? - la bandera de españita se saca para conquistar, el que la saca para enseñarla es un parguela.;1.0;0;0;0.0;;0;0;1;0.0;1.0;- tomate, ¿para que se saca la bandera de mi españita? - la bandera de españita se saca para conquistar, el que la saca para enseñarla es un parguela.;['-', 'tomate', ',', '¿para', 'que', 'se', 'saca', 'la', 'bandera', 'de', 'mi', 'españita', '?', '-', 'la', 'bandera', 'de', 'españita', 'se', 'saca', 'para', 'conquistar', ',', 'el', 'que', 'la', 'saca', 'para', 'enseñarla', 'es', 'un', 'parguela', '.'];['-', 'tomate,', '¿para', 'saca', 'bandera', 'españita?', '-', 'bandera', 'españita', 'saca', 'conquistar,', 'saca', 'enseñarla', 'parguela.']
eres un cenutrio.;1.0;0;0;0.0;;0;0;1;0.0;1.0;eres un cenutrio.;['eres', 'un', 'cenutrio', '.'];['cenutrio.']
hay ser muy cenutrio para poner ese tuit...;1.0;0;0;0.0;;0;1;1;0.0;1.0;hay ser muy cenutrio para poner ese tuit...;['hay', 'ser', 'muy', 'cenutrio', 'para', 'poner', 'ese', 'tuit', '...'];['ser', 'cenutrio', 'poner', 'tuit...']
por eso, cenutrio;1.0;0;0;0.0;;0;1;1;0.0;1.0;por eso, cenutrio;['por', 'eso', ',', 'cenutrio'];['eso,', 'cenutrio']
islascanarias seria la zona mas verde, saludable, impactante y turistica de nuestra tierra. señoras y señores politicos de m..... ! ¿ no teneis hij, niet, sobrin u otra equivalencia genetica ? no hagais caso al cenutrio obrerodederechas.....;1.0;1;0;0.0;;0;1;1;0.0;2.0;islascanarias seria la zona mas verde, saludable, impactante y turistica de nuestra tierra. señoras y señores politicos de m..... ! ¿ no teneis hij, niet, sobrin u otra equivalencia genetica ? no hagais caso al cenutrio obrerodederechas.....;['islascanarias', 'seria', 'la', 'zona', 'mas', 'verde', ',', 'saludable', ',', 'impactante', 'y', 'turistica', 'de', 'nuestra', 'tierra', '.', 'señoras', 'y', 'señores', 'politicos', 'de', 'm', '...', '..', '!', '¿', 'no', 'teneis', 'hij', ',', 'niet', ',', 'sobrin', 'u', 'otra', 'equivalencia', 'genetica', '?', 'no', 'hagais', 'caso', 'al', 'cenutrio', 'obrerodederechas', '...', '..'];['islascanarias', 'seria', 'zona', 'mas', 'verde,', 'saludable,', 'impactante', 'turistica', 'tierra.', 'señoras', 'señores', 'politicos', 'm.....', '!', '¿', 'no', 'teneis', 'hij,', 'niet,', 'sobrin', 'u', 'equivalencia', 'genetica', '?', 'no', 'hagais', 'caso', 'cenutrio', 'obrerodederechas.....']
esto no lo olvidamos, cenutrio.;1.0;0;0;0.0;;0;0;0;0.0;0.0;esto no lo olvidamos, cenutrio.;['esto', 'no', 'lo', 'olvidamos', ',', 'cenutrio', '.'];['no', 'olvidamos,', 'cenutrio.']
da gusto ver tanto cenutrio juntos.;1.0;0;0;0.0;;0;1;0;0.0;0.0;da gusto ver tanto cenutrio juntos.;['da', 'gusto', 'ver', 'tanto', 'cenutrio', 'juntos', '.'];['da', 'gusto', 'ver', 'cenutrio', 'juntos.']
no voy a perder el tiempo con un cenutrio como tu. no das el nivel.;1.0;0;0;0.0;;0;1;0;0.0;0.0;no voy a perder el tiempo con un cenutrio como tu. no das el nivel.;['no', 'voy', 'a', 'perder', 'el', 'tiempo', 'con', 'un', 'cenutrio', 'como', 'tu', '.', 'no', 'das', 'el', 'nivel', '.'];['no', 'voy', 'perder', 'tiempo', 'cenutrio', 'tu.', 'no', 'das', 'nivel.']
fuera, cenutrio. a vivir toda tu vida en la oscuridad donde naciste.;1.0;0;0;0.0;;0;0;0;0.0;0.0;fuera, cenutrio. a vivir toda tu vida en la oscuridad donde naciste.;['fuera', ',', 'cenutrio', '.', 'a', 'vivir', 'toda', 'tu', 'vida', 'en', 'la', 'oscuridad', 'donde', 'naciste', '.'];['fuera,', 'cenutrio.', 'vivir', 'toda', 'vida', 'oscuridad', 'naciste.']
fueron los del a por ellos, cenutrio.;1.0;0;0;0.0;;0;0;0;0.0;0.0;fueron los del a por ellos, cenutrio.;['fueron', 'los', 'del', 'a', 'por', 'ellos', ',', 'cenutrio', '.'];['ellos,', 'cenutrio.']
claro!! si no queremos que se vaya!!! queremos seguir viendo como os continua hundiendo desde su piscina de galapagar!! cenutrio!! yoconpabloiglesias;1.0;9;0;0.0;;0;0;1;0.0;10.0;claro!! si no queremos que se vaya!!! queremos seguir viendo como os continua hundiendo desde su piscina de galapagar!! cenutrio!! yoconpabloiglesias;['claro', '!', '!', 'si', 'no', 'queremos', 'que', 'se', 'vaya', '!', '!', '!', 'queremos', 'seguir', 'viendo', 'como', 'os', 'continua', 'hundiendo', 'desde', 'su', 'piscina', 'de', 'galapagar', '!', '!', 'cenutrio', '!', '!', 'yoconpabloiglesias'];['claro!!', 'no', 'queremos', 'vaya!!!', 'queremos', 'seguir', 'viendo', 'continua', 'hundiendo', 'piscina', 'galapagar!!', 'cenutrio!!', 'yoconpabloiglesias']
te amo mucho mas amor;0.0;0;0;0.0;;0;0;0;0.0;0.0;te amo mucho mas amor;['te', 'amo', 'mucho', 'mas', 'amor'];['amo', 'mas', 'amor']
ve y me besas despacito mi amor.;0.0;0;0;0.0;;0;0;1;0.0;1.0;ve y me besas despacito mi amor.;['ve', 'y', 'me', 'besas', 'despacito', 'mi', 'amor', '.'];['ve', 'besas', 'despacito', 'amor.']
amor incondicional en estos animalitos, por algo y es el mejor amigo del hombre ♥️.;0.0;0;0;0.0;♥;1;0;1;0.657;1.0;amor incondicional en estos animalitos, por algo y es el mejor amigo del hombre ♥️.;['amor', 'incondicional', 'en', 'estos', 'animalitos', ',', 'por', 'algo', 'y', 'es', 'el', 'mejor', 'amigo', 'del', 'hombre', '♥️', '.'];['amor', 'incondicional', 'animalitos,', 'mejor', 'amigo', 'hombre', '♥️.']
el amor esta en todas partes. 𝒥ℯ𝓁𝒾𝓏 𝒽ℴ𝓎♥︎.;0.0;0;0;0.0;♥;1;0;1;0.657;1.0;el amor esta en todas partes. 𝒥ℯ𝓁𝒾𝓏 𝒽ℴ𝓎♥︎.;['el', 'amor', 'esta', 'en', 'todas', 'partes', '.', '𝒥ℯ𝓁𝒾𝓏', '𝒽ℴ𝓎♥︎', '.'];['amor', 'todas', 'partes.', '𝒥ℯ𝓁𝒾𝓏', '𝒽ℴ𝓎♥︎.']
usa el amor como un puente;0.0;0;0;0.0;;0;0;0;0.0;0.0;usa el amor como un puente;['usa', 'el', 'amor', 'como', 'un', 'puente'];['usa', 'amor', 'puente']
